Alk-N,Aspect,AP,Elevation,AK,TN,TP,Slope,SK,pH,PET,TMP,PRE,NDVI,AP/TP,AK/SK,PET/PRE,TN/TP,TN/Alk-N,Elevation/PET,TMP/PET,Elevation/TMP,SOM
64.44678846,90,12.34359172,769,143.6910784,0.568,0.494,2.368,778.7418364,8.62,1134.7,9.633,437.1,1579,25.56105332,0.182859454,2.595973461,1.149797571,0.014305545,0.677712171,0.008489469,79.82975189,7.52
64.44678846,128.037,12.34359172,761,143.6910784,0.183,0,1.505,778.7418364,8.625,1142.2,9.683,436.1,1358,25.56105332,0.182859454,2.619124054,1.187799783,0.014305545,0.666258098,0.0084775,78.59134566,3.13
64.44678846,211.683,12.34359172,917,143.6910784,0.508,0.528,6.511,778.7418364,8.2,1146.1,11.125,661.6,1215,25.56105332,0.182859454,1.732315599,0.962121212,0.014305545,0.800104703,0.009706832,82.42696629,7.1
64.44678846,77.044,12.34359172,1611,143.6910784,0.555,0.555,12.222,778.7418364,8.325,913.1,5.175,398.6,1823,25.56105332,0.182859454,2.290767687,1,0.014305545,1.764319352,0.005667506,311.3043478,9.53
64.44678846,276.281,12.34359172,1070,143.6910784,0.562,0.636,8.417,778.7418364,8.516,1096.6,7.983,380.2,1273,25.56105332,0.182859454,2.884271436,0.883647799,0.014305545,0.975743206,0.007279774,134.034824,8.94
64.44678846,51.983,12.34359172,772,143.6910784,0.32,1.217,1.506,778.7418364,8.5,1152.4,9.975,432.1,1358,25.56105332,0.182859454,2.666975237,0.26294166,0.014305545,0.669906283,0.008655849,77.39348371,5.55
64.44678846,90,12.34359172,916,143.6910784,0.537,0.317,1.151,778.7418364,7.7,1157.6,10.642,648.8,1598,25.56105332,0.182859454,1.784217016,1.694006309,0.014305545,0.791292329,0.009193158,86.07404623,10.07
64.44678846,314.944,12.34359172,1444,143.6910784,0.835,0.18,16.589,778.7418364,8.1,959.4,6.558,383.5,1705,25.56105332,0.182859454,2.501694915,4.638888889,0.014305545,1.505107359,0.006835522,220.189082,16
64.44678846,17.58,12.34359172,1124,143.6910784,0.53,0.678,3.886,778.7418364,8.22,1056.4,8.35,434.1,1791,25.56105332,0.182859454,2.433540659,0.781710914,0.014305545,1.063990913,0.007904203,134.6107784,6.6
64.44678846,281.161,12.34359172,1178,143.6910784,0.648,0.548,18.496,778.7418364,8.04,1054.5,8.208,439.7,1791,25.56105332,0.182859454,2.398226063,1.182481752,0.014305545,1.117117117,0.007783784,143.5185185,12.16
64.44678846,6.22,12.34359172,1283,143.6910784,0.382,0.334,11.056,778.7418364,8.252,1036.3,6.492,362.3,1617,25.56105332,0.182859454,2.860336738,1.143712575,0.014305545,1.238058477,0.006264595,197.6278497,6.04
64.44678846,90,12.34359172,754,143.6910784,0.558,1.285,1.185,778.7418364,9.05,1122.4,9.717,433.5,1620,25.56105332,0.182859454,2.589158016,0.434241245,0.014305545,0.671774768,0.008657341,77.59596583,9.18
64.44678846,68.017,12.34359172,934,143.6910784,0.467,0.385,2.476,778.7418364,8.283,1158.4,10.625,659,1496,25.56105332,0.182859454,1.757814871,1.212987013,0.014305545,0.80628453,0.009172134,87.90588235,10.03
64.44678846,307.651,12.34359172,1008,143.6910784,0.535,0.523,1.518,778.7418364,8.167,1090,7.95,384.2,1323,25.56105332,0.182859454,2.837064029,1.022944551,0.014305545,0.924770642,0.007293578,126.7924528,8.1
64.44678846,140.266,12.34359172,989,143.6910784,0.524,0.396,3.613,778.7418364,8.28,1128.5,10.008,653.9,1932,25.56105332,0.182859454,1.725799052,1.323232323,0.014305545,0.876384581,0.008868409,98.82094325,6.28
64.44678846,231.101,12.34359172,905,143.6910784,0.72,0.306,1.477,778.7418364,8.14,1145,10.792,653.8,1443,25.56105332,0.182859454,1.751300092,2.352941176,0.014305545,0.790393013,0.009425328,83.85841364,10.86
64.44678846,194.315,12.34359172,1777,143.6910784,0.905,1.63,9.485,778.7418364,7.1,833.4,5.175,513.8,2879,25.56105332,0.182859454,1.622031919,0.555214724,0.014305545,2.132229422,0.006209503,343.3816425,15.3
64.44678846,111.82,12.34359172,987,143.6910784,0.198,0.526,9.882,778.7418364,8.48,1145.7,10.217,643,1694,25.56105332,0.182859454,1.781804044,0.376425856,0.014305545,0.861482063,0.008917692,96.60369972,4.92
64.44678846,0,12.34359172,1028,143.6910784,0.53,0.433,0,778.7418364,8.317,1086.7,8.133,364,1662,25.56105332,0.182859454,2.98543956,1.224018476,0.014305545,0.945983252,0.007484126,126.3986229,9.28
64.44678846,223.519,12.34359172,1129,143.6910784,0.585,0.567,5.103,778.7418364,8.425,1060.5,8.558,439.7,1775,25.56105332,0.182859454,2.411871731,1.031746032,0.014305545,1.064592174,0.008069778,131.9233466,8.45
64.44678846,180,12.34359172,883,143.6910784,0.686,0.412,0.927,778.7418364,8.1,1136.3,10.825,659.2,1585,25.56105332,0.182859454,1.723756068,1.665048544,0.014305545,0.777083517,0.009526533,81.5704388,13.22
64.44678846,275.78,12.34359172,1073,143.6910784,0.577,0.243,9.132,778.7418364,7.7,1097.9,10.167,689.3,2063,25.56105332,0.182859454,1.592775279,2.374485597,0.014305545,0.977320339,0.009260406,105.5375234,6.9
64.44678846,259.023,12.34359172,895,143.6910784,0.418,0.622,4.859,778.7418364,8.4,1077.4,8.908,410.4,1855,25.56105332,0.182859454,2.625243665,0.672025723,0.014305545,0.830703546,0.008268053,100.4714863,8
64.44678846,293.628,12.34359172,997,143.6910784,0.37,0.31,15.787,778.7418364,7.2,1130.9,10.533,702,2083,25.56105332,0.182859454,1.610968661,1.193548387,0.014305545,0.881598727,0.009313821,94.65489414,5.5
64.44678846,232.552,12.34359172,1062,143.6910784,0.504,0.478,1.525,778.7418364,8.2,1044.7,7.917,352.2,1558,25.56105332,0.182859454,2.966212379,1.054393305,0.014305545,1.016559778,0.007578252,134.1417203,15.32
64.44678846,298.467,12.34359172,885,143.6910784,1.15,0.695,3.886,778.7418364,8,1097.7,10.625,693.6,3253,25.56105332,0.182859454,1.582612457,1.654676259,0.014305545,0.806231211,0.00967933,83.29411765,19.3
64.44678846,247.944,12.34359172,1218,143.6910784,1.065,0.46,2.468,778.7418364,8.075,1101.5,9.642,707.1,1672,25.56105332,0.182859454,1.557771178,2.315217391,0.014305545,1.105764866,0.008753518,126.3223398,16.35
64.44678846,170.726,12.34359172,1042,143.6910784,0.392,0.56,7.475,778.7418364,8.26,1001.4,7.758,340.7,1216,25.56105332,0.182859454,2.939242736,0.7,0.014305545,1.040543239,0.007747154,134.3129673,6.26
64.44678846,241.374,12.34359172,1493,143.6910784,0.603,0.543,20.389,778.7418364,8.033,888.2,6.542,595.7,4509,25.56105332,0.182859454,1.491018969,1.110497238,0.014305545,1.680927719,0.007365458,228.2176704,7.9
64.44678846,202.674,12.34359172,1105,143.6910784,0.576,0.494,3.013,778.7418364,7.74,1071.9,8.958,639.2,2221,25.56105332,0.182859454,1.676939925,1.165991903,0.014305545,1.030879746,0.008357123,123.3534271,12.96
64.44678846,67.904,12.34359172,1332,143.6910784,1.013,0.577,4.919,778.7418364,7.95,988.6,8.633,744.2,2530,25.56105332,0.182859454,1.328406342,1.755632582,0.014305545,1.347359903,0.008732551,154.2916715,13.63
64.44678846,194.662,12.34359172,1142,143.6910784,0.485,0.73,4.782,778.7418364,8.365,1035.9,7.1,357.4,1259,25.56105332,0.182859454,2.898433128,0.664383562,0.014305545,1.102423014,0.006853943,160.8450704,6.75
64.44678846,270,12.34359172,1039,143.6910784,0.177,0.365,1.211,778.7418364,8.32,1060.3,7.333,351.8,1334,25.56105332,0.182859454,3.013928368,0.484931507,0.014305545,0.979911346,0.006915967,141.6882586,4.45
64.44678846,180,12.34359172,1027,143.6910784,0.36,0.445,2.78,778.7418364,8.303,1061.3,7.575,344,1458,25.56105332,0.182859454,3.085174419,0.808988764,0.014305545,0.967681146,0.007137473,135.5775578,4.57
64.44678846,180,12.34359172,1053,143.6910784,0.317,0.343,1.854,778.7418364,8.257,1060.2,7.292,360.3,1334,25.56105332,0.182859454,2.942547877,0.924198251,0.014305545,0.993208829,0.006877948,144.4048272,5.6
64.44678846,114.581,12.34359172,958,143.6910784,0.27,0.88,25.032,778.7418364,7.967,1120.4,10.642,660.7,2256,25.56105332,0.182859454,1.695777206,0.306818182,0.014305545,0.855051767,0.009498393,90.02067281,5.87
64.44678846,90,12.34359172,1037,143.6910784,0.406,0.465,1.211,778.7418364,8.294,1060.3,7.392,357.8,1334,25.56105332,0.182859454,2.963387367,0.87311828,0.014305545,0.978025087,0.006971612,140.2867965,5.82
64.44678846,2.943,12.34359172,1397,143.6910784,2.155,0.74,21.257,778.7418364,6.8,936.6,8.417,750.4,3052,25.56105332,0.182859454,1.248134328,2.912162162,0.014305545,1.491565236,0.008986761,165.9736248,42.93
64.44678846,317.076,12.34359172,1118,143.6910784,0.524,0.542,8.797,778.7418364,8.26,955.2,6.692,372.2,1532,25.56105332,0.182859454,2.566362171,0.966789668,0.014305545,1.170435511,0.007005863,167.0651524,8.1
64.44678846,194.218,12.34359172,775,143.6910784,0.34,0.74,9.481,778.7418364,8.1,1086.2,10.833,482.2,1990,25.56105332,0.182859454,2.252592285,0.459459459,0.014305545,0.713496594,0.009973301,71.54066279,6.9
64.44678846,184.402,12.34359172,1416,143.6910784,1.018,0.585,14.562,778.7418364,7.75,935.9,8.283,761.2,3324,25.56105332,0.182859454,1.229506043,1.74017094,0.014305545,1.512982156,0.008850305,170.9525534,18.18
64.44678846,268.462,12.34359172,1722,143.6910784,0.765,2.81,31.098,778.7418364,6.975,836.9,4.7,547.5,3015,25.56105332,0.182859454,1.528584475,0.272241993,0.014305545,2.0575935,0.005615964,366.3829787,10.6
64.44678846,110.933,12.34359172,1091,143.6910784,0.392,0.848,2.594,778.7418364,8.35,1052,7.133,358.7,1501,25.56105332,0.182859454,2.932812936,0.462264151,0.014305545,1.037072243,0.006780418,152.9510725,6.38
64.44678846,212.376,12.34359172,793,143.6910784,0.6,1.082,4.384,778.7418364,7.7,1091.2,10.742,481.8,1933,25.56105332,0.182859454,2.264840183,0.554528651,0.014305545,0.726722874,0.009844208,73.82237945,14.74
64.44678846,246.427,12.34359172,1053,143.6910784,0.48,0.423,25.907,778.7418364,8.067,1065.4,9.9,665.5,2705,25.56105332,0.182859454,1.600901578,1.134751773,0.014305545,0.988361179,0.009292285,106.3636364,9.43
64.44678846,33.2,12.34359172,1233,143.6910784,0.43,0.588,2.216,778.7418364,8.3,977,6.508,357.4,1509,25.56105332,0.182859454,2.733631785,0.731292517,0.014305545,1.262026612,0.006661208,189.4591272,5.36
64.44678846,146.812,12.34359172,1275,143.6910784,0.764,0.444,2.215,778.7418364,8.38,988,6.142,356.7,1320,25.56105332,0.182859454,2.769834595,1.720720721,0.014305545,1.29048583,0.006216599,207.5871052,7.72
64.44678846,138.421,12.34359172,1398,143.6910784,0.715,0.868,29.364,778.7418364,8.25,929.6,6.717,493.2,2530,25.56105332,0.182859454,1.884833739,0.823732719,0.014305545,1.503872633,0.007225688,208.1286289,10.4
64.44678846,180,12.34359172,1055,143.6910784,0.476,0.306,2.78,778.7418364,8.286,1056.9,7.308,354.7,1388,25.56105332,0.182859454,2.979701156,1.555555556,0.014305545,0.99820229,0.006914561,144.3623426,4.86
64.44678846,110.961,12.34359172,1017,143.6910784,0.452,0.535,2.591,778.7418364,8.417,1059.9,7.508,359.4,1320,25.56105332,0.182859454,2.949081803,0.844859813,0.014305545,0.959524483,0.007083687,135.4555141,5.02
64.44678846,248.459,12.34359172,751,143.6910784,0.553,0.923,21.643,778.7418364,7.975,1103.4,11.067,511.9,1963,25.56105332,0.182859454,2.155499121,0.599133261,0.014305545,0.680623527,0.010029908,67.85940183,13.28
64.44678846,111.556,12.34359172,770,143.6910784,0.714,0.238,5.036,778.7418364,7.16,1101.3,11.025,522.8,1861,25.56105332,0.182859454,2.106541699,3,0.014305545,0.699173704,0.010010896,69.84126984,9.96
64.44678846,307.734,12.34359172,1147,143.6910784,0.508,0.524,3.028,778.7418364,8.44,1071.7,7.792,430.2,1097,25.56105332,0.182859454,2.491166899,0.969465649,0.014305545,1.0702622,0.007270691,147.2022587,6.74
64.44678846,0,12.34359172,1055,143.6910784,0.297,1.027,1.854,778.7418364,8.683,1028.2,7.158,341.2,1818,25.56105332,0.182859454,3.013481829,0.289191821,0.014305545,1.026064968,0.006961681,147.3875384,4.9
64.44678846,312.086,12.34359172,709,143.6910784,0.487,0.557,10.936,778.7418364,7.5,1119.3,10.983,532.4,1861,25.56105332,0.182859454,2.102366642,0.87432675,0.014305545,0.633431609,0.009812383,64.55431121,6.03
64.44678846,267.027,12.34359172,1507,143.6910784,0.482,0.805,17.336,778.7418364,7.4,927.3,6.467,502.6,2755,25.56105332,0.182859454,1.845005969,0.598757764,0.014305545,1.62514828,0.006974011,233.0292253,4.35
64.44678846,90,12.34359172,1036,143.6910784,0.225,0.605,1.216,778.7418364,9.533,1036.4,7.283,337.3,1584,25.56105332,0.182859454,3.072635636,0.371900826,0.014305545,0.999614049,0.00702721,142.2490732,3.8
64.44678846,141.581,12.34359172,794,143.6910784,1.167,0.627,18.293,778.7418364,7.9,1100.5,10.367,519,1864,25.56105332,0.182859454,2.120423892,1.861244019,0.014305545,0.721490232,0.009420264,76.5891772,19.53
64.44678846,328.613,12.34359172,1103,143.6910784,0.708,1.512,28.807,778.7418364,7.98,1067.2,9.525,564.7,2367,25.56105332,0.182859454,1.889853019,0.468253968,0.014305545,1.033545727,0.008925225,115.8005249,12.14
64.44678846,0,12.34359172,1160,143.6910784,0.305,0.44,2.78,778.7418364,8.65,1065.2,7.633,428.5,1489,25.56105332,0.182859454,2.48588098,0.693181818,0.014305545,1.088997371,0.00716579,151.9717018,3.85
64.44678846,284.716,12.34359172,728,143.6910784,1.35,0.387,10.823,778.7418364,7.875,1069.9,10.883,521.4,2267,25.56105332,0.182859454,2.051975451,3.488372093,0.014305545,0.680437424,0.010171979,66.89331986,20.68
64.44678846,213.247,12.34359172,1024,143.6910784,0.343,0.595,2.217,778.7418364,9,1039.8,7.108,345.8,1748,25.56105332,0.182859454,3.006940428,0.576470588,0.014305545,0.98480477,0.00683593,144.0630276,5.27
64.44678846,0,12.34359172,1157,143.6910784,0.482,0.52,2.78,778.7418364,8.375,1014.2,6.917,350.7,1478,25.56105332,0.182859454,2.891930425,0.926923077,0.014305545,1.140800631,0.006820154,167.2690473,6.98
64.44678846,0,12.34359172,1033,143.6910784,0.263,0.847,2.78,778.7418364,8.1,1032.9,7.142,341.5,1748,25.56105332,0.182859454,3.024597365,0.310507674,0.014305545,1.000096815,0.006914513,144.6373565,4.57
64.44678846,240.536,12.34359172,1694,143.6910784,1.2,0.71,35.905,778.7418364,8.3,844.1,4.1,486.9,1797,25.56105332,0.182859454,1.733620867,1.690140845,0.014305545,2.006871224,0.004857244,413.1707317,25.15
64.44678846,270,12.34359172,1012,143.6910784,0.333,0.667,1.218,778.7418364,8.702,1041.9,7.167,338.7,1445,25.56105332,0.182859454,3.076173605,0.499250375,0.014305545,0.971302428,0.006878779,141.2027348,8.22
64.44678846,52.694,12.34359172,1009,143.6910784,0.234,0.36,1.53,778.7418364,9.562,1043,7.15,339.4,1445,25.56105332,0.182859454,3.073070124,0.65,0.014305545,0.967401726,0.006855225,141.1188811,3.54
64.44678846,255.696,12.34359172,961,143.6910784,0.458,0.45,3.749,778.7418364,8.4,1069.3,8.017,365.2,1488,25.56105332,0.182859454,2.927984666,1.017777778,0.014305545,0.898718788,0.007497428,119.8702757,6.75
64.44678846,127.29,12.34359172,1002,143.6910784,0.34,0.528,1.531,778.7418364,9.217,1025.1,7.242,342.7,1787,25.56105332,0.182859454,2.991245988,0.643939394,0.014305545,0.977465613,0.007064677,138.3595692,5.98
64.44678846,328.67,17.61,372,187.2,1.08,0.615822314,2.171,1305.7,8.1685,1199,14.25,604.2,2025,25.56105332,0.143371372,1.984442238,1.187799783,0.014305545,0.310258549,0.011884904,26.10526316,16.02
64.44678846,0,18.36,372,158.81,0.74,0.615822314,0,758.8,8.1685,1213.3,14.617,638.2,1204,25.56105332,0.209290986,1.901128173,1.187799783,0.014305545,0.30660183,0.012047309,25.4498187,13.66
64.44678846,0,19.52,371,271.4,1.05,0.615822314,0,1376.3,8.1685,1204.7,14.425,595.7,2380,25.56105332,0.197195379,2.022326675,1.187799783,0.014305545,0.307960488,0.011973935,25.71923744,18.52
64.44678846,90,18.27,398,193.5,0.81,0.615822314,1.132,1190.9,8.1685,1253.9,14.225,563.7,2748,25.56105332,0.162482156,2.224410147,1.187799783,0.014305545,0.317409682,0.011344605,27.97891037,13.08
64.44678846,180,20.65,383,246.2,0.94,0.615822314,1.854,1353.4,8.1685,1258.3,14.358,565.2,2503,25.56105332,0.181912221,2.226291578,1.187799783,0.014305545,0.304378924,0.011410633,26.67502438,13.83
64.44678846,166.332,17.55,544,167.5,0.71,0.615822314,4.762,789.81,8.1685,1213.8,14.442,628.5,2363,25.56105332,0.212076322,1.931264916,1.187799783,0.014305545,0.448179272,0.011898171,37.66791303,12.73
64.44678846,270,20.02,359,219,1.27,0.615822314,1.13,1245,8.1685,1189.3,14.308,591.8,2411,25.56105332,0.175903614,2.009631632,1.187799783,0.014305545,0.301858236,0.012030606,25.09085826,20.13
64.44678846,0,21.74,350,207.9,1.04,0.615822314,0.927,1424.5,8.1685,1208.6,14.508,584.5,2411,25.56105332,0.145945946,2.067750214,1.187799783,0.014305545,0.289591263,0.012003972,24.1246209,16.55
64.44678846,337.891,18.87,357,163.6,1.24,0.615822314,3.001,1390.6,8.1685,1161.4,14.3,585.2,2411,25.56105332,0.117647059,1.984620643,1.187799783,0.014305545,0.307387636,0.012312726,24.96503497,20.21
64.44678846,11.798,8.55,754,124.56,0.63,0.615822314,16.577,825.51,8.1685,1146.3,11.417,486.1,1364,25.56105332,0.150888542,2.358156758,1.187799783,0.014305545,0.657768472,0.009959871,66.04186739,15.55
64.44678846,90,10.7,895,139,0.55,0.615822314,2.315,934.3,8.1685,1100.4,11.142,486.9,1402,25.56105332,0.148774484,2.260012323,1.187799783,0.014305545,0.813340603,0.010125409,80.3266918,9.98
64.44678846,51.329,11.33,904,139.2,0.28,0.615822314,27.39,936.4,8.1685,1104.3,11.1,472.3,1376,25.56105332,0.148654421,2.338132543,1.187799783,0.014305545,0.818618129,0.010051616,81.44144144,10.12
64.44678846,137.652,16.92,378,155.5,0.71,0.615822314,5.007,820.16,8.1685,1238.5,14.642,625.3,2293,25.56105332,0.189597152,1.980649288,1.187799783,0.014305545,0.305207913,0.011822366,25.81614534,12.73
64.44678846,66.752,5.94,915,94,0.39,0.615822314,13.824,657,8.1685,1096.7,10.067,474.4,1315,25.56105332,0.143074581,2.311762226,1.187799783,0.014305545,0.834321145,0.009179356,90.8910301,6.22
64.44678846,54.515,9,1089,115.4,0.5,0.615822314,33.793,792,8.1685,1088.4,10.725,488.6,1868,25.56105332,0.145707071,2.22758903,1.187799783,0.014305545,1.000551268,0.009853914,101.5384615,8.82
64.44678846,150.374,7.89,900,130.32,0.62,0.615822314,22.278,817.83,8.1685,1121,10.95,483.7,1522,25.56105332,0.15934852,2.317552202,1.187799783,0.014305545,0.802854594,0.009768064,82.19178082,14.36
64.44678846,170.97,3.26,871,82,0.33,0.615822314,14.695,634,8.1685,1109.1,10.275,466.8,1335,25.56105332,0.129337539,2.37596401,1.187799783,0.014305545,0.785321432,0.009264268,84.76885645,4.96
64.44678846,211.385,15.38,355,206.4,0.85,0.615822314,4.338,1311.6,8.1685,1266.2,14.492,563.1,1133,25.56105332,0.15736505,2.24862369,1.187799783,0.014305545,0.280366451,0.011445269,24.49627381,14.94
64.44678846,112.348,19.77,597,150.7,0.74,0.615822314,2.438,818.1,8.1685,1217.7,13.933,614.5,2152,25.56105332,0.18420731,1.981611066,1.187799783,0.014305545,0.490268539,0.011442063,42.84791502,13.16
64.44678846,218.834,6.96,965,115.79,0.53,0.615822314,16.222,870.29,8.1685,1121.7,10.825,489.2,1609,25.56105332,0.133047605,2.292927228,1.187799783,0.014305545,0.860301328,0.00965053,89.14549654,10.75
64.44678846,316.935,10.57,891,134.3,0.56,0.615822314,5.065,917.3,8.1685,1149.5,11.317,479.1,1424,25.56105332,0.146407936,2.399290336,1.187799783,0.014305545,0.775119617,0.00984515,78.73111249,10.22
64.44678846,293.134,11.12,920,136.8,0.58,0.615822314,33.395,919.4,8.1685,1122.7,10.917,484.8,1670,25.56105332,0.148792691,2.31580033,1.187799783,0.014305545,0.819453104,0.00972388,84.27223596,10.54
64.44678846,180,17.34,550,147.3,0.76,0.615822314,0.927,801.04,8.1685,1229.6,14.125,609.3,2401,25.56105332,0.183885948,2.018053504,1.187799783,0.014305545,0.447299935,0.011487476,38.9380531,13.57
64.44678846,328.641,19.65,355,235.5,1.17,0.615822314,2.171,1433.2,8.1685,1256.2,14.425,567.8,2546,25.56105332,0.164317611,2.212398732,1.187799783,0.014305545,0.282598312,0.011483044,24.61005199,18.89
64.44678846,273.763,6.24,872,114,0.36,0.615822314,13.854,524,8.1685,1103.7,10.558,470.8,1124,25.56105332,0.217557252,2.344307562,1.187799783,0.014305545,0.790069765,0.009566005,82.59139989,4.6
64.44678846,156.248,10.23,848,148.72,0.62,0.615822314,13.907,778.7418364,8.1685,1127.2,12.358,526,1717,25.56105332,0.182859454,2.142965779,1.187799783,0.014305545,0.7523066,0.010963449,68.61951772,15.32
64.44678846,270,17.56,416,198.04,0.93,0.615822314,4.555,778.7418364,8.1685,1210.8,14.567,528.7,942,25.56105332,0.182859454,2.29014564,1.187799783,0.014305545,0.343574496,0.012030889,28.55769891,28.59
64.44678846,135.788,4.291,677,93.07,0.483,0.615822314,26.421,689.17,8.1685,1133.5,11.4,475.2,1434,25.56105332,0.135046505,2.385311448,1.187799783,0.014305545,0.597265108,0.010057345,59.38596491,5.99
64.44678846,246.754,3.81,1049,84.5,0.37,0.615822314,13.825,617,8.1685,1083.3,9.558,482.3,1452,25.56105332,0.136952998,2.246112378,1.187799783,0.014305545,0.968337487,0.008823041,109.7509939,4.94
64.44678846,90,16.42,373,134.96,0.59,0.615822314,3.417,778.7418364,8.1685,1232.5,14.533,524.3,2148,25.56105332,0.182859454,2.350753385,1.187799783,0.014305545,0.302636917,0.011791481,25.66572628,15.61
64.44678846,129.423,17.95,521,173.1,0.84,0.615822314,2.919,814.46,8.1685,1224.6,14.183,607.5,2345,25.56105332,0.212533458,2.015802469,1.187799783,0.014305545,0.425445043,0.011581741,36.73411831,15.1
64.44678846,304.615,8.78,809,119.48,0.61,0.615822314,55.987,809,8.1685,1111,11.133,484,1603,25.56105332,0.147688504,2.295454545,1.187799783,0.014305545,0.728172817,0.010020702,72.66684631,13.05
64.44678846,298.842,3.88,724,108.98,0.474,0.615822314,16.805,765.11,8.1685,1136.7,11.267,477.3,1301,25.56105332,0.142437035,2.381521056,1.187799783,0.014305545,0.636931468,0.009912026,64.25845389,6.42
64.44678846,148.007,11.18,1019,143.6,0.58,0.615822314,6.533,925.3,8.1685,1100.8,10.225,484.6,1863,25.56105332,0.15519291,2.271564177,1.187799783,0.014305545,0.925690407,0.009288699,99.65770171,10.74
64.44678846,50.856,16.68,471,213.08,0.74,0.615822314,1.469,778.7418364,8.1685,1225.2,13.842,522.8,2303,25.56105332,0.182859454,2.343534813,1.187799783,0.014305545,0.384427032,0.011297747,34.02687473,16.65
64.44678846,273.579,22.72,431,194.05,0.95,0.615822314,14.538,778.7418364,8.1685,1221.3,14.325,522.5,2148,25.56105332,0.182859454,2.337416268,1.187799783,0.014305545,0.352902645,0.011729305,30.08726003,23.14
64.44678846,309.087,18.58,476,235.18,0.94,0.615822314,1.471,778.7418364,8.1685,1207.8,14.333,531.7,1918,25.56105332,0.182859454,2.271581719,1.187799783,0.014305545,0.394104984,0.011867031,33.21007465,29.83
64.44678846,0,7.78,948,124.8,0.67,0.615822314,4.627,712.54,8.1685,1085.2,10.558,487.6,1781,25.56105332,0.175148062,2.22559475,1.187799783,0.014305545,0.873571692,0.009729082,89.7897329,14.87
64.44678846,263.461,11.16,938,136.7,0.58,0.615822314,8.09,938.6,8.1685,1123.9,10.958,487.8,1663,25.56105332,0.145642446,2.30401804,1.187799783,0.014305545,0.834593825,0.009749978,85.59956196,10.85
64.44678846,270,18.45,504,169,0.85,0.615822314,2.255,849.21,8.1685,1230.2,14.025,596,2345,25.56105332,0.19900849,2.06409396,1.187799783,0.014305545,0.409689481,0.011400585,35.93582888,15.33
64.44678846,270,16.53,357,264.8,0.95,0.615822314,1.132,1250.1,8.1685,1271.1,14.55,549.6,1955,25.56105332,0.211823054,2.312772926,1.187799783,0.014305545,0.280859098,0.011446778,24.53608247,14.03
64.44678846,343.55,6.77,808,100,0.33,0.615822314,26.856,668,8.1685,1107.3,10.575,476.6,1186,25.56105332,0.149700599,2.323331935,1.187799783,0.014305545,0.729702881,0.009550257,76.40661939,4.73
64.44678846,0,5.95,988,116,0.42,0.615822314,19.602,734,8.1685,1092.1,9.65,486.6,1302,25.56105332,0.158038147,2.244348541,1.187799783,0.014305545,0.904679059,0.008836187,102.3834197,5.21
64.44678846,180,16.77,487,213.91,0.88,0.615822314,0.927,778.7418364,8.1685,1214.8,14.258,530.7,2060,25.56105332,0.182859454,2.289052195,1.187799783,0.014305545,0.400889035,0.011736911,34.15626315,21.52
64.44678846,21.421,8.56,822,156.63,0.63,0.615822314,15.548,759.89,8.1685,1126,10.992,480.3,1697,25.56105332,0.206121939,2.344368103,1.187799783,0.014305545,0.730017762,0.009761989,74.78165939,12.3
64.44678846,140.461,5.35,1067,95,0.36,0.615822314,22.773,625,8.1685,1080.5,9.308,485,1371,25.56105332,0.152,2.227835052,1.187799783,0.014305545,0.987505784,0.00861453,114.6325741,4.64
64.44678846,292.118,22.97,461,231.11,0.97,0.615822314,2.462,778.7418364,8.1685,1236.5,13.758,516.6,2021,25.56105332,0.182859454,2.39353465,1.187799783,0.014305545,0.372826526,0.011126567,33.50777729,21.51
64.44678846,90,22.03,378,216.21,0.83,0.615822314,1.14,778.7418364,8.1685,1245.5,13.867,513.5,2344,25.56105332,0.182859454,2.425511198,1.187799783,0.014305545,0.303492573,0.011133681,27.25896012,18.1
64.44678846,180,4.528,716,96.93,0.431,0.615822314,9.195,737,8.1685,1132.4,11.208,473.8,1368,25.56105332,0.131519674,2.390037991,1.187799783,0.014305545,0.632285412,0.009897563,63.88294076,5.41
64.44678846,180,15.56,611,133.53,0.816,0.615822314,2.78,657.44,8.1685,1212,13.85,601.1,2266,25.56105332,0.203105987,2.016303444,1.187799783,0.014305545,0.504125413,0.011427393,44.11552347,14.54
64.44678846,0,4.209,800,86.59,0.451,0.615822314,7.379,733.7,8.1685,1111.1,10.925,482.9,1422,25.56105332,0.118018264,2.300890454,1.187799783,0.014305545,0.7200072,0.009832598,73.22654462,6.14
64.44678846,177.74,6.25,746,69,0.35,0.615822314,27.403,693,8.1685,1126.4,11.1,468.3,1210,25.56105332,0.0995671,2.405295751,1.187799783,0.014305545,0.662286932,0.009854403,67.20720721,5.37
64.44678846,90,16.72,537,148.75,0.65,0.615822314,1.128,775.84,8.1685,1219,14.075,598.2,2266,25.56105332,0.191727676,2.037780007,1.187799783,0.014305545,0.440525021,0.011546349,38.15275311,11.56
64.44678846,317.062,6.06,1039,105,0.45,0.615822314,18.349,623,8.1685,1085.8,9.342,484.9,1360,25.56105332,0.168539326,2.239224582,1.187799783,0.014305545,0.95689814,0.008603794,111.2181546,6.51
64.44678846,194.774,4.72,883,82,0.35,0.615822314,21.89,653,8.1685,1103.2,9.942,487.2,1135,25.56105332,0.125574273,2.264367816,1.187799783,0.014305545,0.80039884,0.009011965,88.81512774,4.72
